"name","orig_name","state","county1","orig_county","established","discontinued","continuous","stamp_index","id","coordinates","duration","gnis_match","gnis_name","gnis_county","gnis_state","gnis_feature_id","gnis_feature_class","gnis_orig_name","gnis_orig_county","gnis_latitude","gnis_longitude","gnis_elev_in_m","gnis_dist","latitude","longitude","duration_category"
"KOLOKO","KOLOKO","KS","WASHINGTON","Washington",1877,1891,TRUE,6,144512,TRUE,14,TRUE,"KOLOKO","WASHINGTON","KS",482683,"Locale","Koloko (historical)","Washington",39.65306,-96.97752,429,1,39.65306,-96.97752,"1-50"
"KRANZBURG","KRANZBURG(H)","SD","CODINGTON","Codington",1879,NA,TRUE,0,144572,TRUE,150,TRUE,"KRANZBURG","CODINGTON","SD",2710475,"Post Office","Kranzburg Post Office","Codington",44.89121,-96.91949,605,1,44.89121,-96.91949,">=100"
"KYLE","KYLE","SD","OGLALA LAKOTA","Shannon",1894,NA,TRUE,0,144639,TRUE,150,TRUE,"KYLE","OGLALA LAKOTA","SD",2710478,"Post Office","Kyle Post Office","Oglala Lakota",43.42355,-102.1767,890,1,43.42355,-102.1767,">=100"
"LA GRANGE","LA GRANGE","SD","YANKTON","Yankton",1880,1892,TRUE,4,144690,TRUE,12,TRUE,"LA GRANGE","YANKTON","SD",2710591,"Post Office","La Grange Post Office","Yankton",42.92049,-97.27918,361,1,42.92049,-97.27918,"1-50"
"LA PORTE","LA PORTE","NE","WAYNE","Wayne",1871,1884,TRUE,7,144739,TRUE,13,TRUE,"LA PORTE","WAYNE","NE",1880584,"Post Office","La Porte Post Office (historical)","Wayne",42.2075,-96.95921,468,1,42.2075,-96.95921,"1-50"
"LACLEDE","LACLEDE","NE","POLK","Polk",1890,1894,TRUE,6,144790,TRUE,4,TRUE,"LACLEDE","POLK","NE",830575,"Cemetery","Laclede Cemetery","Polk",41.10506,-97.78935,535,1,41.10506,-97.78935,"1-50"
"LAGUNA BEACH","LAGUNA BEACH","CA","ORANGE","Orange",1904,NA,TRUE,0,144849,TRUE,150,TRUE,"LAGUNA BEACH","ORANGE","CA",1765717,"Post Office","Laguna Beach Post Office","Orange",33.52834,-117.7151,96,1,33.52834,-117.7151,">=100"
"LAKE CREEK","LAKE CREEK","TX","DELTA","Delta",1848,NA,TRUE,0,144905,TRUE,150,TRUE,"LAKE CREEK","DELTA","TX",2731909,"Post Office","Lake Creek Post Office","Delta",33.44662,-95.58793,135,1,33.44662,-95.58793,">=100"
"LAKEBAY","LAKEBAY","WA","PIERCE","Pierce",1882,NA,TRUE,0,144963,TRUE,150,TRUE,"LAKEBAY","PIERCE","WA",2769234,"Post Office","Lakebay Post Office","Pierce",47.26869,-122.7692,6,1,47.26869,-122.7692,">=100"
"LAKEWOOD","LAKEWOOD","ND","GRAND FORKS","Grand Forks",1903,1906,TRUE,5,145020,TRUE,3,TRUE,"OAKWOOD","GRAND FORKS","ND",1036621,"Civil","Oakwood Township","Grand Forks",48.06439,-97.83865,401,0.75,48.06439,-97.83865,"1-50"
"LAMONT","LAMONT","ID","FREMONT","Fremont",1915,1972,TRUE,1,145080,TRUE,57,TRUE,"LAMONT","FREMONT","ID",396764,"Populated Place","Lamont","Fremont",43.96964,-111.2161,1838,1,43.96964,-111.2161,"50-100"
"LANE","LANE","ID","KOOTENAI","Kootenai",1891,1956,FALSE,1,145138,TRUE,65,TRUE,"LANE","KOOTENAI","ID",399113,"Populated Place","Lane","Kootenai",47.50686,-116.5363,661,1,47.50686,-116.5363,"50-100"
"LAPARA","LAPARA","TX","LIVE OAK","Live Oak",1890,1922,TRUE,3,145195,TRUE,32,TRUE,"LA PARA","LIVE OAK","TX",1378542,"Populated Place","La Para","Live Oak",28.36694,-97.95417,66,0.8333333,28.36694,-97.95417,"1-50"
"LARKSPUR","LARKSPUR","CA","MARIN","Marin",1891,NA,TRUE,0,145249,TRUE,150,TRUE,"LARKSPUR","MARIN","CA",1800512,"Post Office","Larkspur Post Office","Marin",37.93637,-122.536,11,1,37.93637,-122.536,">=100"
"LAST CHANCE","LAST CHANCE","CA","PLACER","Placer",1865,1919,FALSE,5,145302,TRUE,54,TRUE,"LAST CHANCE","PLACER","CA",1658947,"Populated Place","Last Chance","Placer",39.11129,-120.6247,1391,1,39.11129,-120.6247,"50-100"
"LAURIN","LAURIN","MT","MADISON","Madison",1874,1972,TRUE,1,145361,TRUE,98,TRUE,"LAURIN","MADISON","MT",1797500,"Post Office","Laurin Post Office (historical)","Madison",45.3527,-112.118,1544,1,45.3527,-112.118,"50-100"
"LAWS","LAWS","CA","INYO","Inyo",1887,1963,TRUE,1,145422,TRUE,76,TRUE,"LAWS","INYO","CA",1659742,"Populated Place","Laws","Inyo",37.40076,-118.3457,1255,1,37.40076,-118.3457,"50-100"
"LEAL","LEAL","ND","BARNES","Barnes",1892,1975,TRUE,1,145491,TRUE,83,TRUE,"LEAL","BARNES","ND",1029852,"Populated Place","Leal","Barnes",47.10527,-98.31732,448,1,47.10527,-98.31732,"50-100"
"LEE","LEE","OK","MUSKOGEE","Muskogee",1892,1911,TRUE,4,145546,TRUE,19,TRUE,"LEE","MUSKOGEE","OK",1094553,"Cemetery","Lee Cemetery","Muskogee",35.68319,-95.66911,183,1,35.68319,-95.66911,"1-50"
"LEGATE","LEGATE","OK","LOVE","Love",1905,1921,TRUE,3,145598,TRUE,16,TRUE,"LEGATE","LOVE","OK",1094572,"Cemetery","Legate Cemetery","Love",34.05843,-97.01195,247,1,34.05843,-97.01195,"1-50"
"LEMING","LEMING","TX","ATASCOSA","Atascosa",1912,NA,TRUE,0,145661,TRUE,150,TRUE,"LEMING","ATASCOSA","TX",2731468,"Post Office","Leming Post Office","Atascosa",29.06759,-98.48546,140,1,29.06759,-98.48546,">=100"
"LEON","LEON","KS","BUTLER","Butler",1882,NA,TRUE,0,145729,TRUE,150,TRUE,"LEON","BUTLER","KS",2693820,"Post Office","Leon Post Office","Butler",37.68807,-96.78163,411,1,37.68807,-96.78163,">=100"
"LERTON","LERTON","NE","HAMILTON","Hamilton",1875,1887,TRUE,5,145789,TRUE,12,TRUE,"LERTON","HAMILTON","NE",1881637,"Post Office","Lerton Post Office","Hamilton",40.77369,-98.15391,559,1,40.77369,-98.15391,"1-50"
"LEWIS","LEWIS","NV","LANDER","Lander",1878,1901,TRUE,5,145853,TRUE,23,TRUE,"LEWIS","LANDER","NV",864426,"Post Office","Lewis Post Office","Lander",40.46019,-116.8815,1677,1,40.46019,-116.8815,"1-50"
"LIBERTY","LIBERTY","SD","BROWN","Brown",1884,1887,TRUE,7,145914,TRUE,3,TRUE,"LIBERTY","BROWN","SD",1268236,"Civil","Township of Liberty","Brown",45.89499,-98.26953,408,NA,45.89499,-98.26953,"1-50"
"LILLA","LILLA","TX","LAVACA","Lavaca",1884,1885,TRUE,8,145981,TRUE,1,TRUE,"LILLA","LAVACA","TX",2034793,"Populated Place","Lilla","Lavaca",29.60635,-96.91248,98,1,29.60635,-96.91248,"<=1"
"LINCOLN","LINCOLN","WA","CLARK","Clark",1866,1870,TRUE,8,146047,TRUE,4,TRUE,"LINCOLN","CLARK","WA",1530975,"School","Lincoln Elementary School","Clark",45.65285,-122.6759,69,1,45.65285,-122.6759,"1-50"
"LINE CREEK","LINE CREEK","TX","MCLENNAN","McLennan",1871,1872,TRUE,8,146100,TRUE,1,TRUE,"LAKE CREEK","MCLENNAN","TX",1380048,"Populated Place","Lake Creek","McLennan",31.50934,-96.95055,149,0.8,31.50934,-96.95055,"<=1"
"LITCHFIELD","LITCHFIELD","CA","LASSEN","Lassen",1914,NA,TRUE,0,146170,TRUE,150,TRUE,"LITCHFIELD","LASSEN","CA",2783800,"Post Office","Litchfield Post Office","Lassen",40.38344,-120.3911,1239,1,40.38344,-120.3911,">=100"
"LITTLEHEART","LITTLEHEART","ND","MORTON","Morton",1900,1902,TRUE,6,146232,TRUE,2,TRUE,"LITTLE HEART","MORTON","ND",1033707,"Populated Place","Little Heart","Morton",46.66666,-100.9074,526,0.9090909,46.66666,-100.9074,"1-50"
"LOCATE","LOCATE","MT","CUSTER","Custer",1925,1974,TRUE,1,146294,TRUE,49,TRUE,"LOCATE","CUSTER","MT",1716859,"Post Office","Locate Post Office (historical)","Custer",46.43056,-105.3078,748,1,46.43056,-105.3078,"1-50"
"LODI","LODI","SD","CLAY","Clay",1870,1901,TRUE,5,146359,TRUE,31,TRUE,"LODI","CLAY","SD",1261035,"Populated Place","Lodi","Clay",42.98249,-96.98394,368,1,42.98249,-96.98394,"1-50"
"LOHMAN","LOHMAN","MT","BLAINE","Blaine",1916,1964,TRUE,1,146413,TRUE,48,TRUE,"LOHMAN","BLAINE","MT",1722438,"Post Office","Lohman Post Office (historical)","Blaine",48.58972,-109.4052,745,1,48.58972,-109.4052,"1-50"
"LONDON","LONDON","TX","KIMBLE","Kimble",1882,NA,TRUE,0,146466,TRUE,150,TRUE,"LONDON","KIMBLE","TX",2732175,"Post Office","London Post Office","Kimble",30.67542,-99.57658,521,1,30.67542,-99.57658,">=100"
"LONETREE","LONETREE","MT","CHOUTEAU","Chouteau",1914,1915,TRUE,6,146525,TRUE,1,TRUE,"LONETREE","CHOUTEAU","MT",1750143,"Post Office","Lonetree Post Office (historical)","Chouteau",47.54164,-110.2841,952,1,47.54164,-110.2841,"<=1"
"LONGVIEW","LONGVIEW","WA","BENTON","Benton",1911,1922,TRUE,5,146580,TRUE,11,TRUE,"LONGVIEW","BENTON","WA",1514780,"Populated Place","Longview (historical)","Benton",45.92902,-119.4134,92,1,45.92902,-119.4134,"1-50"
"LORDSBURG","LORDSBURG","NM","HIDALGO","Hidalgo",1881,NA,TRUE,0,146639,TRUE,150,TRUE,"LORDSBURG","HIDALGO","NM",938517,"Post Office","Lordsburg Post Office","Hidalgo",32.34756,-108.7086,1299,1,32.34756,-108.7086,">=100"
"LOS MOLINOS","LOS MOLINOS","CA","TEHAMA","Tehama",1905,NA,TRUE,0,146693,TRUE,150,TRUE,"LOS MOLINOS","TEHAMA","CA",1723389,"Post Office","Los Molinos Post Office","Tehama",40.02454,-122.1002,69,1,40.02454,-122.1002,">=100"
"LOU","LOU","OK","CARTER","Carter",1883,1883,TRUE,9,146746,TRUE,0,TRUE,"LOU","CARTER","OK",1093157,"Populated Place","Lou","Carter",34.2837,-97.03807,225,1,34.2837,-97.03807,"<=1"
"LOVING","LOVING","NM","EDDY","Eddy",1908,NA,TRUE,0,146799,TRUE,150,TRUE,"LOVING","EDDY","NM",938514,"Post Office","Loving Post Office","Eddy",32.28502,-104.0961,931,1,32.28502,-104.0961,">=100"
"LOYALTON","LOYALTON","CA","SIERRA","Sierra",1864,NA,TRUE,0,146856,TRUE,150,TRUE,"LOYALTON","SIERRA","CA",2783818,"Post Office","Loyalton Post Office","Sierra",39.67583,-120.2438,1508,1,39.67583,-120.2438,">=100"
"LUDLOW","LUDLOW","CA","SAN BERNARDINO","San Bernardino",1926,1974,TRUE,1,146926,TRUE,48,TRUE,"LUDLOW","SAN BERNARDINO","CA",245290,"Populated Place","Ludlow","San Bernardino",34.7211,-116.16,542,1,34.7211,-116.16,"1-50"
"LUNDY","LUNDY","TX","HOUSTON","Houston",1897,1914,TRUE,4,146987,TRUE,17,TRUE,"LUNDY","HOUSTON","TX",1385459,"Post Office","Lundy Post Office (historical)","Houston",31.33213,-95.11521,79,1,31.33213,-95.11521,"1-50"
"LYMAN","LYMAN","WY","UINTA","Uinta",1901,NA,TRUE,0,147058,TRUE,150,TRUE,"LYMAN","UINTA","WY",2767905,"Post Office","Lyman Post Office","Uinta",41.32723,-110.2932,2044,1,41.32723,-110.2932,">=100"
"LYTLE","LYTLE","MT","PONDERA","Pondera",1901,1921,TRUE,4,147117,TRUE,20,TRUE,"LYTLE","PONDERA","MT",1748791,"Post Office","Lytle Post Office (historical)","Pondera",48.00219,-111.5167,1042,1,48.00219,-111.5167,"1-50"
"MACY","MACY","NE","THURSTON","Thurston",1906,NA,TRUE,0,147181,TRUE,150,TRUE,"MACY","THURSTON","NE",1883963,"Post Office","Macy Post Office","Thurston",42.11573,-96.35743,348,1,42.11573,-96.35743,">=100"
"MAGIC CITY","MAGIC CITY","TX","WHEELER","Wheeler",1933,1954,TRUE,1,147241,TRUE,21,TRUE,"MAGIC CITY","WHEELER","TX",1362071,"Populated Place","Magic City","Wheeler",35.35755,-100.3785,733,1,35.35755,-100.3785,"1-50"
"MAKOTI","MAKOTI","ND","WARD","Ward",1911,NA,TRUE,0,147307,TRUE,150,TRUE,"MAKOTI","WARD","ND",2742492,"Post Office","Makoti Post Office","Ward",47.96095,-101.805,634,1,47.96095,-101.805,">=100"
"MAMMOTH","MAMMOTH","UT","JUAB","Juab",1890,1973,TRUE,1,147365,TRUE,83,TRUE,"MAMMOTH","JUAB","UT",1451119,"Populated Place","Mammoth","Juab",39.92634,-112.1263,1948,1,39.92634,-112.1263,"50-100"
"MANHEIM","MANHEIM","TX","LEE","Lee",1900,1932,TRUE,2,147428,TRUE,32,TRUE,"MANHEIM","LEE","TX",1378640,"Populated Place","Manheim","Lee",30.23077,-97.0311,145,1,30.23077,-97.0311,"1-50"
"MANSFORD","MANSFORD","WA","SKAGIT","Skagit",1890,1922,TRUE,3,147493,TRUE,32,TRUE,"MANSFORD","SKAGIT","WA",1522681,"Populated Place","Mansford","Skagit",48.30733,-121.5229,155,1,48.30733,-121.5229,"1-50"
"MAPLELEAF","MAPLELEAF","SD","CORSON","Corson",1920,1942,TRUE,3,147555,TRUE,22,TRUE,"MAPLE LEAF","CORSON","SD",1261121,"Populated Place","Maple Leaf","Corson",45.92472,-100.8907,639,0.8888889,45.92472,-100.8907,"1-50"
"MARGARET","MARGARET","KS","LINCOLN","Lincoln",1882,1902,TRUE,5,147608,TRUE,20,TRUE,"MARGARET","LINCOLN","KS",481937,"Locale","Margaret","Lincoln",38.88501,-98.35617,535,1,38.88501,-98.35617,"1-50"
"MARION","MARION","MT","FLATHEAD","Flathead",1892,NA,FALSE,0,147662,TRUE,150,TRUE,"MARION","FLATHEAD","MT",1795995,"Post Office","Marion Post Office","Flathead",48.10559,-114.6618,1202,1,48.10559,-114.6618,">=100"
"MARSH","MARSH","ID","GEM","Gem",1889,1906,TRUE,5,147727,TRUE,17,TRUE,"MARSH","GEM","ID",396913,"Populated Place","Marsh","Gem",43.92489,-116.3287,766,1,43.92489,-116.3287,"1-50"
"MARTIN","MARTIN","CO","GRAND","Grand",1898,1935,TRUE,2,147780,TRUE,37,TRUE,"MARTIN","GRAND","CO",172973,"Locale","Martin Ranch","Grand",40.3272,-106.5414,2445,NA,40.3272,-106.5414,"1-50"
"MARYSVILLE","MARYSVILLE","TX","COOKE","Cooke",1873,1942,TRUE,2,147837,TRUE,69,TRUE,"MARYSVILLE","COOKE","TX",1380883,"Populated Place","Marysville","Cooke",33.77066,-97.33418,267,1,33.77066,-97.33418,"50-100"
"MATADOR","MATADOR","TX","MOTLEY","Motley",1886,NA,TRUE,0,147888,TRUE,150,TRUE,"MATADOR","MOTLEY","TX",2731453,"Post Office","Matador Post Office","Motley",34.01302,-100.8215,726,1,34.01302,-100.8215,">=100"
"MAURICEVILLE","MAURICEVILLE","TX","ORANGE","Orange",1906,NA,TRUE,0,147946,TRUE,150,TRUE,"MAURICEVILLE","ORANGE","TX",2731800,"Post Office","Mauriceville Post Office","Orange",30.209,-93.87156,8,1,30.209,-93.87156,">=100"
"MAYDAY","MAYDAY","CO","LA PLATA","La Plata",1913,1914,TRUE,7,148002,TRUE,1,TRUE,"MAYDAY","LA PLATA","CO",179132,"Populated Place","Mayday","La Plata",37.35055,-108.0767,2662,1,37.35055,-108.0767,"<=1"
"MAZIE","MAZIE","OK","MAYES","Mayes",1905,1967,TRUE,1,148062,TRUE,62,TRUE,"MAZIE","MAYES","OK",1095199,"Populated Place","Mazie","Mayes",36.1076,-95.3633,190,1,36.1076,-95.3633,"50-100"
"MCCONNELL","MCCONNELL","ND","PEMBINA","Pembina",1883,1889,TRUE,6,148130,TRUE,6,TRUE,"MCCONNELL","PEMBINA","ND",1034514,"Locale","McConnell (historical)","Pembina",48.91916,-97.63175,257,1,48.91916,-97.63175,"1-50"
"MCFARLAND","McFARLAND","CA","KERN","Kern",1908,NA,TRUE,0,148194,TRUE,150,TRUE,"MCFARLAND","KERN","CA",1835950,"Post Office","McFarland Post Office","Kern",35.68093,-119.2296,107,1,35.68093,-119.2296,">=100"
"MCKINNEY","MCKINNEY","TX","COLLIN","Collin",1848,NA,TRUE,0,148257,TRUE,150,TRUE,"MCKINNEY","COLLIN","TX",2731550,"Post Office","McKinney Post Office","Collin",33.20212,-96.63734,189,1,33.20212,-96.63734,">=100"
"MCPHERSON","McPHERSON","CA","ORANGE","Orange",1886,1900,TRUE,6,148318,TRUE,14,TRUE,"MCPHERSON","ORANGE","CA",252935,"Populated Place","McPherson","Orange",33.78779,-117.827,78,1,33.78779,-117.827,"1-50"
"MEADOWS","MEADOWS","ID","ADAMS","Adams",1883,1966,TRUE,1,148367,TRUE,83,TRUE,"MEADOWS","ADAMS","ID",386724,"Populated Place","Meadows","Adams",44.961,-116.2437,1212,1,44.961,-116.2437,"50-100"
"MEDORA","MEDORA","KS","RENO","Reno",1887,1989,TRUE,1,148426,TRUE,102,TRUE,"MEDORA","RENO","KS",477730,"Populated Place","Medora","Reno",38.1489,-97.84561,452,1,38.1489,-97.84561,">=100"
"MELROSE","MELROSE","TX","NACOGDOCHES","Nacogdoches",1841,1921,TRUE,3,148484,TRUE,80,TRUE,"MELROSE","NACOGDOCHES","TX",1380179,"Populated Place","Melrose","Nacogdoches",31.56157,-94.4766,117,1,31.56157,-94.4766,"50-100"
"MENIFEE","MENIFEE","CA","RIVERSIDE","Riverside",1887,1900,FALSE,6,148538,TRUE,13,TRUE,"MENIFEE","RIVERSIDE","CA",252936,"Populated Place","Menifee","Riverside",33.72835,-117.1464,452,1,33.72835,-117.1464,"1-50"
"MERIDEN","MERIDEN","KS","JEFFERSON","Jefferson",1873,NA,TRUE,0,148588,TRUE,150,TRUE,"MERIDEN","JEFFERSON","KS",2510287,"Post Office","Meriden Post Office","Jefferson",39.19102,-95.57108,295,1,39.19102,-95.57108,">=100"
"MERTON","MERTON","SD","CLARK","Clark",1882,1904,TRUE,5,148642,TRUE,22,TRUE,"MERTON","CLARK","SD",1264204,"Populated Place","Merton (historical)","Clark",44.76386,-97.86148,470,1,44.76386,-97.86148,"1-50"
"METZ","METZ","OK","NOWATA","Nowata",1887,1889,TRUE,7,148702,TRUE,2,TRUE,"METZ","NOWATA","OK",1096069,"Populated Place","Metz","Nowata",36.70065,-95.63803,216,1,36.70065,-95.63803,"1-50"
"MIDDLEBURG","MIDDLEBURG(H)","NE","RICHARDSON","Richardson",1858,1901,TRUE,5,148770,TRUE,43,TRUE,"MIDDLEBURGH","RICHARDSON","NE",1883522,"Post Office","Middleburgh Post Office (historical)","Richardson",40.02917,-95.90722,348,1,40.02917,-95.90722,"1-50"
"MIDWAY","MIDWAY","CA","ALAMEDA","Alameda",1870,1918,TRUE,4,148834,TRUE,48,TRUE,"MIDWAY","ALAMEDA","CA",252739,"Populated Place","Midway","Alameda",37.71465,-121.558,107,1,37.71465,-121.558,"1-50"
"MILEY","MILEY","CA","FRESNO","Fresno",1899,1902,TRUE,7,148893,TRUE,3,TRUE,"MILEY","FRESNO","CA",1659125,"Populated Place","Miley","Fresno",36.62217,-119.5471,104,1,36.62217,-119.5471,"1-50"
"MILLER","MILLER","OK","PUSHMATAHA","Pushmataha",1905,1954,TRUE,1,148943,TRUE,49,TRUE,"MILLER","PUSHMATAHA","OK",1100638,"Populated Place","Miller","Pushmataha",34.31649,-95.74498,157,1,34.31649,-95.74498,"1-50"
"MILLSBURGH","MILLSBURGH","ND","SARGENT","Sargent",1883,1886,TRUE,8,149006,TRUE,3,TRUE,"MILLSBURGH","SARGENT","ND",1036805,"Civil","Township of Millsburgh","Sargent",46.1458,-97.66371,390,NA,46.1458,-97.66371,"1-50"
"MILTON","MILTON","WA","PIERCE","Pierce",1905,NA,TRUE,0,149062,TRUE,150,TRUE,"MILTON","PIERCE","WA",2462238,"Post Office","Milton Post Office","Pierce",47.2496,-122.297,101,1,47.2496,-122.297,">=100"
"MINERAL RAPIDS","MINERAL RAPIDS","NV","LYON","Lyon",1860,1861,TRUE,9,149126,TRUE,1,TRUE,"MINERAL RAPIDS","LYON","NV",864835,"Post Office","Mineral Rapids Post Office (historical)","Lyon",39.23686,-119.5874,1330,1,39.23686,-119.5874,"<=1"
"MINOT","MINOT","ND","WARD","Ward",1887,NA,TRUE,0,149183,TRUE,150,TRUE,"MINOT","WARD","ND",2742562,"Post Office","Minot Post Office","Ward",48.23128,-101.2951,501,1,48.23128,-101.2951,">=100"
"MISSOULA","MISSOULA","MT","MISSOULA","Missoula",1866,NA,TRUE,0,149237,TRUE,150,TRUE,"MISSOULA","MISSOULA","MT",1781278,"Post Office","Missoula Post Office","Missoula",46.85237,-114.0156,972,1,46.85237,-114.0156,">=100"
"MODINA","MODINA","SD","BROOKINGS","Brookings",1878,1879,TRUE,8,149301,TRUE,1,TRUE,"MODINA","BROOKINGS","SD",2712005,"Post Office","Modina Post Office","Brookings",44.32223,-96.92801,498,1,44.32223,-96.92801,"<=1"
"MOLEN","MOLEN","UT","EMERY","Emery",1892,1904,TRUE,6,149356,TRUE,12,TRUE,"MOLEN","EMERY","UT",1437640,"Populated Place","Molen","Emery",39.08831,-111.0735,1757,1,39.08831,-111.0735,"1-50"
"MONK","MONK","OK","CARTER","Carter",1896,1905,TRUE,5,149414,TRUE,9,TRUE,"MONK","CARTER","OK",1096244,"Cemetery","Monk Cemetery","Carter",34.45811,-97.49234,296,1,34.45811,-97.49234,"1-50"
"MONTANA CITY","MONTANA CITY","MT","JEFFERSON","Jefferson",1887,1890,TRUE,7,149462,TRUE,3,TRUE,"MONTANA CITY","JEFFERSON","MT",1762556,"Post Office","Montana City Post Office (historical)","Jefferson",46.53771,-111.9328,1234,1,46.53771,-111.9328,"1-50"
"MONTGOMERY","MONTGOMERY","TX","MONTGOMERY","Montgomery",1837,NA,TRUE,0,149521,TRUE,150,TRUE,"MONTGOMERY","MONTGOMERY","TX",2793443,"Post Office","Montgomery Post Office","Montgomery",30.38829,-95.69321,86,1,30.38829,-95.69321,">=100"
"MOORE","MOORE","KS","MARION","Marion",1897,1899,TRUE,7,149587,TRUE,2,TRUE,"MOORE","MARION","KS",477108,"Civil","Township of Moore","Marion",38.47859,-97.31651,443,NA,38.47859,-97.31651,"1-50"
"MORAN","MORAN","WA","SPOKANE","Spokane",1899,1901,TRUE,7,149646,TRUE,2,TRUE,"MORAN","SPOKANE","WA",1511783,"Locale","Moran","Spokane",47.59906,-117.3524,746,1,47.59906,-117.3524,"1-50"
"MORRILL","MORRILL","TX","CHEROKEE","Cherokee",1903,1953,TRUE,1,149720,TRUE,50,TRUE,"MORRILL","CHEROKEE","TX",1382324,"Populated Place","Morrill","Cherokee",31.59379,-95.06466,101,1,31.59379,-95.06466,"1-50"
"MORTON","MORTON","WA","LEWIS","Lewis",1890,NA,TRUE,0,149787,TRUE,150,TRUE,"MORTON","LEWIS","WA",2781600,"Post Office","Morton Post Office","Lewis",46.55655,-122.2757,290,1,46.55655,-122.2757,">=100"
"MOTT","MOTT","TX","ANGELINA","Angelina",1885,1921,TRUE,3,149844,TRUE,36,TRUE,"MOTT","ANGELINA","TX",1363213,"Cemetery","Mott Cemetery (historical)","Angelina",31.13575,-94.23686,50,1,31.13575,-94.23686,"1-50"
"MOUNT DORA","MOUNT DORA","NM","UNION","Union",1908,NA,TRUE,0,149900,TRUE,150,TRUE,"MOUNT DORA","UNION","NM",937670,"Post Office","Mount Dora Post Office","Union",36.51947,-103.4891,1742,1,36.51947,-103.4891,">=100"
"MOUNT PLEASANT","MOUNT PLEASANT","TX","BASTROP","Bastrop",1838,1846,TRUE,7,149953,TRUE,8,TRUE,"MOUNT PLEASANT","BASTROP","TX",1342106,"School","Mount Pleasant School","Bastrop",30.35132,-97.26721,169,1,30.35132,-97.26721,"1-50"
"MOUNTAIN HOUSE","MOUNTAIN HOUSE","OR","YAMHILL","Yamhill",1866,1874,TRUE,8,150010,TRUE,8,TRUE,"MOUNTAIN HOUSE","YAMHILL","OR",1165674,"Post Office","Mountain House Post Office (historical)","Yamhill",45.31789,-123.3179,262,1,45.31789,-123.3179,"1-50"
"MUD CREEK","MUD CREEK","KS","MARION","Marion",1873,1886,TRUE,6,150070,TRUE,13,TRUE,"MUD CREEK","MARION","KS",482357,"Locale","Mud Creek","Marion",38.44029,-97.07308,414,1,38.44029,-97.07308,"1-50"
"MUNDAY","MUNDAY","TX","KNOX","Knox",1894,NA,TRUE,0,150139,TRUE,150,TRUE,"MUNDAY","KNOX","TX",2732330,"Post Office","Munday Post Office","Knox",33.45007,-99.62534,452,1,33.45007,-99.62534,">=100"
"MUSE","MUSE","OK","LE FLORE","LeFlore",1927,NA,TRUE,0,150199,TRUE,150,TRUE,"MUSE","LE FLORE","OK",2790458,"Post Office","Muse Post Office","Le Flore",34.67233,-94.76254,227,1,34.67233,-94.76254,">=100"
"MYSTIC","MYSTIC","KS","SHERIDAN","Sheridan",1887,1889,TRUE,7,150266,TRUE,2,TRUE,"MYSTIC","SHERIDAN","KS",482590,"Locale","Mystic (historical)","Sheridan",39.38056,-100.7199,910,1,39.38056,-100.7199,"1-50"
"NAPA","NAPA","CA","NAPA","Napa",1890,NA,TRUE,0,150330,TRUE,150,TRUE,"NAPA","NAPA","CA",1951383,"Post Office","Napa Post Office","Napa",38.32154,-122.3042,19,1,38.32154,-122.3042,">=100"
"NASHUA","NASHUA","MT","VALLEY","Valley",1888,NA,TRUE,0,150384,TRUE,150,TRUE,"NASHUA","VALLEY","MT",1819627,"Post Office","Nashua Post Office","Valley",48.13244,-106.3611,629,1,48.13244,-106.3611,">=100"
"NAVARRO","NAVARRO","CA","MENDOCINO","Mendocino",1888,1967,FALSE,1,150445,TRUE,79,TRUE,"NAVARRO","MENDOCINO","CA",229429,"Populated Place","Navarro","Mendocino",39.15184,-123.542,82,1,39.15184,-123.542,"50-100"
"NEGLEY","NEGLEY","TX","RED RIVER","Red River",1892,1965,TRUE,1,150519,TRUE,73,TRUE,"NEGLEY","RED RIVER","TX",1385452,"Post Office","Negley Post Office (historical)","Red River",33.75316,-95.05522,137,1,33.75316,-95.05522,"50-100"
"NEMO","NEMO","TX","SOMERVELL","Somervell",1893,NA,TRUE,0,150579,TRUE,150,TRUE,"NEMO","SOMERVELL","TX",1378734,"Populated Place","Nemo","Somervell",32.25987,-97.65197,243,1,32.25987,-97.65197,">=100"
"NEUTRAL","NEUTRAL","KS","CHEROKEE","Cherokee",1883,1907,TRUE,5,150639,TRUE,24,TRUE,"NEUTRAL","CHEROKEE","KS",484440,"Populated Place","Neutral","Cherokee",37.09784,-94.79495,262,1,37.09784,-94.79495,"1-50"
"NEW ELGIN","NEW ELGIN","KS","CHAUTAUQUA","Chautauqua",1887,1888,TRUE,8,150699,TRUE,1,TRUE,"NEW ELGIN","CHAUTAUQUA","KS",482071,"Locale","New Elgin (historical)","Chautauqua",37.00366,-96.31472,240,1,37.00366,-96.31472,"<=1"
"NEW ROCKFORD","NEW ROCKFORD","ND","EDDY","Eddy",1883,NA,TRUE,0,150758,TRUE,150,TRUE,"NEW ROCKFORD","EDDY","ND",2742750,"Post Office","New Rockford Post Office","Eddy",47.68092,-99.1394,467,1,47.68092,-99.1394,">=100"
"NEWBURY PARK","NEWBURY PARK","CA","VENTURA","Ventura",1875,1972,TRUE,1,150808,TRUE,97,TRUE,"NEWBURY PARK","VENTURA","CA",1871496,"Post Office","Newbury Park Post Office","Ventura",34.19423,-118.9472,245,1,34.19423,-118.9472,"50-100"
